[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],[US 1120 Balance Sheet_Name],[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
170530,BODEGAJES,,Asset,,,,,1705,,,,,,,,,,
170535,MANTENIMIENTO EQUIPOS,,Asset,,,,,1705,,,,,,,,,,
170540,SERVICIOS,,Asset,,,,,1705,,,,,,,,,,
170545,SUSCRIPCIONES,,Asset,,,,,1705,,,,,,,,,,
170595,OTROS,,Asset,,,,,1705,,,,,,,,,,
1710,CARGOS DIFERIDOS,,Asset,,,Yes,,17,,,,,,,,,,
171004,ORGANIZACION Y PREOPERATIVOS,,Asset,,,,,1710,,,,,,,,,,
171008,REMODELACIONES,,Asset,,,,,1710,,,,,,,,,,
171012,"ESTUDIOS, INVESTIGACIONES Y PROYECTOS",,Asset,,,,,1710,,,,,,,,,,
171016,PROGRAMAS PARA COMPUTADOR (SOFTWARE),,Asset,,,,,1710,,,,,,,,,,
171020,UTILES Y PAPELERIA,,Asset,,,,,1710,,,,,,,,,,
171024,MEJORAS A PROPIEDADES AJENAS,,Asset,,,,,1710,,,,,,,,,,
171028,CONTRIBUCIONES Y AFILIACIONES,,Asset,,,,,1710,,,,,,,,,,
171032,ENTRENAMIENTO DE PERSONAL,,Asset,,,,,1710,,,,,,,,,,
171036,FERIAS Y EXPOSICIONES,,Asset,,,,,1710,,,,,,,,,,
171040,LICENCIAS,,Asset,,,,,1710,,,,,,,,,,
171044,"PUBLICIDAD, PROPAGANDA Y AVISOS",,Asset,,,,,1710,,,,,,,,,,
171048,ELEMENTOS DE ASEO Y CAFETERIA,,Asset,,,,,1710,,,,,,,,,,
171052,MOLDES Y TROQUELES,,Asset,,,,,1710,,,,,,,,,,
171056,INSTRUMENTAL QUIRURGICO,,Asset,,,,,1710,,,,,,,,,,
171060,DOTACION Y SUMINISTRO A TRABAJADORES,,Asset,,,,,1710,,,,,,,,,,
171064,ELEMENTOS DE ROPERIA Y LENCERIA,,Asset,,,,,1710,,,,,,,,,,
171068,LOZA Y CRISTALERIA,,Asset,,,,,1710,,,,,,,,,,
171072,DESCUENTO EN COLOCACION DE BONOS,,Asset,,,,,1710,,,,,,,,,,
171076,IMPUESTO DE RENTA DIFERIDO DEBITOS POR DIFERENCIAS TEMPORALES,,Asset,,,,,1710,,,,,,,,,,
171080,CONCURSOS Y LICITACIONES,,Asset,,,,,1710,,,,,,,,,,
171095,OTROS,,Asset,,,,,1710,,,,,,,,,,
171099,AJUSTES POR INFLACION,,Asset,,,,,1710,,,,,,,,,,
1715,COSTOS DE EXPLORACION POR AMORTIZAR,,Asset,,,Yes,,17,,,,,,,,,,
171505,POZOS SECOS,,Asset,,,,,1715,,,,,,,,,,
171510,POZOS NO COMERCIALES,,Asset,,,,,1715,,,,,,,,,,
171515,OTROS COSTOS DE EXPLORACION,,Asset,,,,,1715,,,,,,,,,,
171599,AJUSTES POR INFLACION,,Asset,,,,,1715,,,,,,,,,,
1720,COSTOS DE EXPLOTACION Y DESARROLLO,,Asset,,,Yes,,17,,,,,,,,,,
172005,PERFORACION Y EXPLOTACION,,Asset,,,,,1720,,,,,,,,,,
172010,PERFORACIONES CAMPOS EN DESARROLLO,,Asset,,,,,1720,,,,,,,,,,
172015,FACILIDADES DE PRODUCCION,,Asset,,,,,1720,,,,,,,,,,
172020,SERVICIO A POZOS,,Asset,,,,,1720,,,,,,,,,,
172099,AJUSTES POR INFLACION,,Asset,,,,,1720,,,,,,,,,,
1730,CARGOS POR CORRECCION MONETARIA DIFERIDA,,Asset,,,Yes,,17,,,,,,,,,,
173001,173001 a 173098,,Asset,,,,,1730,,,,,,,,,,
1798,AMORTIZACION ACUMULADA,,Asset,,,Yes,,17,,,,,,,,,,
179805,COSTOS DE EXPLORACION POR AMORTIZAR,,Asset,,,,,1798,,,,,,,,,,
179810,COSTOS DE EXPLOTACION Y DESARROLLO,,Asset,,,,,1798,,,,,,,,,,
179899,AJUSTES POR INFLACION,,Asset,,,,,1798,,,,,,,,,,
18,OTROS ACTIVOS,,Asset,,,Yes,,1,,,,,,,,,,
1805,BIENES DE ARTE Y CULTURA,,Asset,,,Yes,,18,,,,,,,,,,
180505,OBRAS DE ARTE,,Asset,,,,,1805,,,,,,,,,,
180510,BIBLIOTECAS,,Asset,,,,,1805,,,,,,,,,,
180595,OTROS,,Asset,,,,,1805,,,,,,,,,,
180599,AJUSTES POR INFLACION,,Asset,,,,,1805,,,,,,,,,,
1895,DIVERSOS,,Asset,,,Yes,,18,,,,,,,,,,
189505,MAQUINAS PORTEADORAS,,Asset,,,,,1895,,,,,,,,,,
189510,BIENES ENTREGADOS EN COMODATO,,Asset,,,,,1895,,,,,,,,,,
189515,AMORTIZACION ACUMULADA DE BIENES ENTREGADOS EN COMODATO (CR),,Asset,,,,,1895,,,,,,,,,,
189520,BIENES RECIBIDOS EN PAGO,,Asset,,,,,1895,,,,,,,,,,
189525,DERECHOS SUCESORALES,,Asset,,,,,1895,,,,,,,,,,
189530,ESTAMPILLAS,,Asset,,,,,1895,,,,,,,,,,
189595,OTROS,,Asset,,,,,1895,,,,,,,,,,
189599,AJUSTES POR INFLACION,,Asset,,,,,1895,,,,,,,,,,
1899,PROVISIONES,,Asset,,,Yes,,18,,,,,,,,,,
189905,BIENES DE ARTE Y CULTURA,,Asset,,,,,1899,,,,,,,,,,
189995,DIVERSOS,,Asset,,,,,1899,,,,,,,,,,
19,VALORIZACIONES,,Asset,,,Yes,,1,,,,,,,,,,
1905,DE INVERSIONES,,Asset,,,Yes,,19,,,,,,,,,,
190505,ACCIONES,,Asset,,,,,1905,,,,,,,,,,
190510,CUOTAS O PARTES DE INTERES SOCIAL,,Asset,,,,,1905,,,,,,,,,,
190515,DERECHOS FIDUCIARIOS,,Asset,,,,,1905,,,,,,,,,,
1910,DE PROPIEDADES PLANTA Y EQUIPO,,Asset,,,Yes,,19,,,,,,,,,,
191004,TERRENOS,,Asset,,,,,1910,,,,,,,,,,
191006,MATERIALES PROYECTOS PETROLEROS,,Asset,,,,,1910,,,,,,,,,,
191008,CONSTRUCCIONES Y EDIFICACIONES,,Asset,,,,,1910,,,,,,,,,,
191012,MAQUINARIA Y EQUIPO,,Asset,,,,,1910,,,,,,,,,,
191016,EQUIPO DE OFICINA,,Asset,,,,,1910,,,,,,,,,,
191020,EQUIPO DE COMPUTACION Y COMUNICACION,,Asset,,,,,1910,,,,,,,,,,
191024,EQUIPO MEDICO CIENTIFICO,,Asset,,,,,1910,,,,,,,,,,
191028,EQUIPO DE HOTELES Y RESTAURANTES,,Asset,,,,,1910,,,,,,,,,,
191032,FLOTA Y EQUIPO DE TRANSPORTE,,Asset,,,,,1910,,,,,,,,,,
191036,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,,Asset,,,,,1910,,,,,,,,,,
191040,FLOTA Y EQUIPO AEREO,,Asset,,,,,1910,,,,,,,,,,
191044,FLOTA Y EQUIPO FERREO,,Asset,,,,,1910,,,,,,,,,,
191048,ACUEDUCTOS PLANTAS Y REDES,,Asset,,,,,1910,,,,,,,,,,
191052,ARMAMENTO DE VIGILANCIA,,Asset,,,,,1910,,,,,,,,,,
191056,ENVASES Y EMPAQUES,,Asset,,,,,1910,,,,,,,,,,
191060,PLANTACIONES AGRICOLAS Y FORESTALES,,Asset,,,,,1910,,,,,,,,,,
191064,VIAS DE COMUNICACION,,Asset,,,,,1910,,,,,,,,,,
191068,MINAS Y CANTERAS,,Asset,,,,,1910,,,,,,,,,,
191072,POZOS ARTESIANOS,,Asset,,,,,1910,,,,,,,,,,
191076,YACIMIENTOS,,Asset,,,,,1910,,,,,,,,,,
191080,SEMOVIENTES,,Asset,,,,,1910,,,,,,,,,,
1995,DE OTROS ACTIVOS,,Asset,,,Yes,,19,,,,,,,,,,
199505,BIENES DE ARTE Y CULTURA,,Asset,,,,,1995,,,,,,,,,,
199510,BIENES ENTREGADOS EN COMODATO,,Asset,,,,,1995,,,,,,,,,,
199515,BIENES RECIBIDOS EN PAGO,,Asset,,,,,1995,,,,,,,,,,
199520,INVENTARIO DE SEMOVIENTES,,Asset,,,,,1995,,,,,,,,,,
2,PASIVO,,Liability,,,Yes,,,,,,,,,,,,
21,OBLIGACIONES FINANCIERAS,,Liability,,,Yes,,2,,,,,,,,,,
2105,BANCOS NACIONALES,,Liability,,,Yes,,21,,,,,,,,,,
210505,SOBREGIROS,,Liability,,,,,2105,,,,,,,,,,
210510,PAGARES,,Liability,,,,,2105,,,,,,,,,,
210515,CARTAS DE CREDITO,,Liability,,,,,2105,,,,,,,,,,
210520,ACEPTACIONES BANCARIAS,,Liability,,,,,2105,,,,,,,,,,
2110,BANCOS DEL EXTERIOR,,Liability,,,Yes,,21,,,,,,,,,,
211005,SOBREGIROS,,Liability,,,,,2110,,,,,,,,,,
211010,PAGARES,,Liability,,,,,2110,,,,,,,,,,
211015,CARTAS DE CREDITO,,Liability,,,,,2110,,,,,,,,,,
211020,ACEPTACIONES BANCARIAS,,Liability,,,,,2110,,,,,,,,,,
2115,CORPORACIONES FINANCIERAS,,Liability,,,Yes,,21,,,,,,,,,,
211505,PAGARES,,Liability,,,,,2115,,,,,,,,,,
211510,ACEPTACIONES FINANCIERAS,,Liability,,,,,2115,,,,,,,,,,
211515,CARTAS DE CREDITO,,Liability,,,,,2115,,,,,,,,,,
2120,COMPAÑIAS DE FINANCIAMIENTO COMERCIAL,,Liability,,,Yes,,21,,,,,,,,,,
212005,PAGARES,,Liability,,,,,2120,,,,,,,,,,
212010,ACEPTACIONES FINANCIERAS,,Liability,,,,,2120,,,,,,,,,,
2125,CORPORACIONES DE AHORRO Y VIVIENDA,,Liability,,,Yes,,21,,,,,,,,,,
212505,SOBREGIROS,,Liability,,,,,2125,,,,,,,,,,
212510,PAGARES,,Liability,,,,,2125,,,,,,,,,,
212515,HIPOTECARIAS,,Liability,,,,,2125,,,,,,,,,,
2130,ENTIDADES FINANCIERAS DEL EXTERIOR,,Liability,,,Yes,,21,,,,,,,,,,
213001,213001 a 213098,,Liability,,,,,2130,,,,,,,,,,
2135,COMPROMISOS DE RECOMPRA DE INVERSIONES NEGOCIADAS,,Liability,,,Yes,,21,,,,,,,,,,
213505,ACCIONES,,Liability,,,,,2135,,,,,,,,,,
213510,CUOTAS O PARTES DE INTERES SOCIAL,,Liability,,,,,2135,,,,,,,,,,
213515,BONOS,,Liability,,,,,2135,,,,,,,,,,
213520,CEDULAS,,Liability,,,,,2135,,,,,,,,,,
213525,CERTIFICADOS,,Liability,,,,,2135,,,,,,,,,,
213530,PAPELES COMERCIALES,,Liability,,,,,2135,,,,,,,,,,
213535,TITULOS,,Liability,,,,,2135,,,,,,,,,,
213540,ACEPTACIONES BANCARIAS O FINANCIERAS,,Liability,,,,,2135,,,,,,,,,,
213595,OTROS,,Liability,,,,,2135,,,,,,,,,,
2140,COMPROMISOS DE RECOMPRA DE CARTERA NEGOCIADA,,Liability,,,Yes,,21,,,,,,,,,,
214001,214001 a 214098,,Liability,,,,,2140,,,,,,,,,,
2145,OBLIGACIONES GUBERNAMENTALES,,Liability,,,Yes,,21,,,,,,,,,,
214505,GOBIERNO NACIONAL,,Liability,,,,,2145,,,,,,,,,,
214510,ENTIDADES OFICIALES,,Liability,,,,,2145,,,,,,,,,,
2195,OTRAS OBLIGACIONES,,Liability,,,Yes,,21,,,,,,,,,,
219505,PARTICULARES,,Liability,,,,,2195,,,,,,,,,,
219510,COMPAÑIAS VINCULADAS,,Liability,,,,,2195,,,,,,,,,,
219515,CASA MATRIZ,,Liability,,,,,2195,,,,,,,,,,
219520,SOCIOS O ACCIONISTAS,,Liability,,,,,2195,,,,,,,,,,
219525,FONDOS Y COOPERATIVAS,,Liability,,,,,2195,,,,,,,,,,
219595,OTRAS,,Liability,,,,,2195,,,,,,,,,,
22,PROVEEDORES,,Liability,,,Yes,,2,,,,,,,,,,
2205,NACIONALES,,Liability,,,Yes,,22,,,,,,,,,,
220501,220501 a 220598,,Liability,,,,,2205,,,,,,,,,,
220505,NACIONALES,,Liability,,,,,2205,,,,,,,,,,
220590,DEFAULT PROVEEDORES,,Liability,,,,V_LIABILITY_ACCT,2205,,,,,,,,,,
220591,DEFAULT RECIBOS PARA C x P NO FACTURADAS (MERCANCIAS RECIBIDAS),,Liability,,,,NOTINVOICEDRECEIPTS_ACCT,2205,,,,,,,,,,
220592,DEFAULT PROVEEDORES DE SERVICIOS,,Liability,,,,V_LIABILITY_SERVICES_ACCT,2205,,,,,,,,,,
220593,DEFAULT SELECCION DE FACTURAS EN C x P PARA PAGO,,Liability,,,,B_PAYMENTSELECT_ACCT,2205,,,,,,,,,,
220594,DEFAULT COMPROMISOS DE COMPRAS,,Liability,,,,COMMITMENTOFFSET_ACCT,2205,,,,,,,,,,
2210,DEL EXTERIOR,,Liability,,,Yes,,22,,,,,,,,,,
221001,221001 a 221098,,Liability,,,,,2210,,,,,,,,,,
2215,CUENTAS CORRIENTES COMERCIALES,,Liability,,,Yes,,22,,,,,,,,,,
221501,221501 a 221598,,Liability,,,,,2215,,,,,,,,,,
2220,CASA MATRIZ,,Liability,,,Yes,,22,,,,,,,,,,
222001,222001 a 222098,,Liability,,,,,2220,,,,,,,,,,
2225,COMPAÑIAS VINCULADAS,,Liability,,,Yes,,22,,,,,,,,,,
222501,222501 a 222598,,Liability,,,,,2225,,,,,,,,,,
23,CUENTAS POR PAGAR,,Liability,,,Yes,,2,,,,,,,,,,
2305,CUENTAS CORRIENTES COMERCIALES,,Liability,,,Yes,,23,,,,,,,,,,
230501,230501 a 230598,,Liability,,,,,2305,,,,,,,,,,
2310,A CASA MATRIZ,,Liability,,,Yes,,23,,,,,,,,,,
231001,231001 a 231098,,Liability,,,,,2310,,,,,,,,,,
2315,A COMPAÑIAS VINCULADAS,,Liability,,,Yes,,23,,,,,,,,,,
231501,231501 a 231598,,Liability,,,,,2315,,,,,,,,,,
231590,DEFAULT C X P COMPAÑIAS VINCULADAS,,Liability,,,,INTERCOMPANYDUETO_ACCT,2315,,,,,,,,,,
2320,A CONTRATISTAS,,Liability,,,Yes,,23,,,,,,,,,,
232001,232001 a 232098,,Liability,,,,,2320,,,,,,,,,,
232005,A AGENTES,,Liability,,,,,2320,,,,,,,,,,
2330,ORDENES DE COMPRA POR UTILIZAR,,Liability,,,Yes,,23,,,,,,,,,,
233001,233001 a 233098,,Liability,,,,,2330,,,,,,,,,,
2335,COSTOS Y GASTOS POR PAGAR,,Liability,,,Yes,,23,,,,,,,,,,
233505,GASTOS FINANCIEROS,,Liability,,,,,2335,,,,,,,,,,
233510,GASTOS LEGALES,,Liability,,,,,2335,,,,,,,,,,
233515,"LIBROS, SUSCRIPCIONES, PERIODICOS Y REVISTAS",,Liability,,,,,2335,,,,,,,,,,
233520,COMISIONES,,Liability,,,,,2335,,,,,,,,,,
233525,HONORARIOS,,Liability,,,,,2335,,,,,,,,,,
233530,SERVICIOS TECNICOS,,Liability,,,Yes,,2335,,,,,,,,,,
23353005,PROCESAMIENTO DE DATOS,,Liability,,,,,233530,,,,,,,,,,
233535,SERVICIOS DE MANTENIMIENTO,,Liability,,,,,2335,,,,,,,,,,
233540,ARRENDAMIENTOS,,Liability,,,,,2335,,,,,,,,,,
233545,"TRANSPORTES, FLETES Y ACARREOS",,Liability,,,,,2335,,,,,,,,,,
233550,SERVICIOS PUBLICOS,,Liability,,,Yes,,2335,,,,,,,,,,
23355005,SERVICIO TELEFONO POR PAGAR,,Liability,,,,,233550,,,,,,,,,,
233555,SEGUROS,,Liability,,,,,2335,,,,,,,,,,
233560,GASTOS DE VIAJE,,Liability,,,,,2335,,,,,,,,,,
233565,GASTOS DE REPRESENTACION Y RELACIONES PUBLICAS,,Liability,,,,,2335,,,,,,,,,,
233570,SERVICIOS ADUANEROS,,Liability,,,,,2335,,,,,,,,,,
233595,OTROS,,Liability,,,,,2335,,,,,,,,,,
2340,INSTALAMENTOS POR PAGAR,,Liability,,,Yes,,23,,,,,,,,,,
234001,234001 a 234098,,Liability,,,,,2340,,,,,,,,,,
2345,ACREEDORES OFICIALES,,Liability,,,Yes,,23,,,,,,,,,,
234501,234501 a 234598,,Liability,,,,,2345,,,,,,,,,,
2350,REGALIAS POR PAGAR,,Liability,,,Yes,,23,,,,,,,,,,
235001,235001 a 235098,,Liability,,,,,2350,,,,,,,,,,
2355,DEUDAS CON ACCIONISTAS O SOCIOS,,Liability,,,Yes,,23,,,,,,,,,,
235505,ACCIONISTAS,,Liability,,,,,2355,,,,,,,,,,
235510,SOCIOS,,Liability,,,,,2355,,,,,,,,,,
2360,DIVIDENDOS O PARTICIPACIONES POR PAGAR,,Liability,,,Yes,,23,,,,,,,,,,
236005,DIVIDENDOS,,Liability,,,,,2360,,,,,,,,,,
236010,PARTICIPACIONES,,Liability,,,,,2360,,,,,,,,,,
2365,RETENCION EN LA FUENTE,,Liability,,,Yes,,23,,,,,,,,,,
236505,SALARIOS Y PAGOS LABORALES,,Liability,,,,,2365,,,,,,,,,,
236510,DIVIDENDOS Y/O PARTICIPACIONES,,Liability,,,,,2365,,,,,,,,,,
236515,HONORARIOS,,Liability,,,Yes,,2365,,,,,,,,,,
23651510,HONORARIOS 10%,,Liability,,,,,236515,,,,,,,,,,
23651520,PAGO RETEFTE HONORARIOS,,Liability,,,,,236515,,,,,,,,,,
236520,COMISIONES,,Liability,,,Yes,,2365,,,,,,,,,,
23652005,COMISIONES 10%,,Liability,,,,,236520,,,,,,,,,,
236525,SERVICIOS,,Liability,,,Yes,,2365,,,,,,,,,,
23652504,SERVICIOS 4%,,Liability,,,,,236525,,,,,,,,,,
23652506,SERVICIOS GENERALES 6%,,Liability,,,,,236525,,,,,,,,,,
23652520,PAGO RETENCION SERVICIOS,,Liability,,,,,236525,,,,,,,,,,
23652530,AJUSTE A MIL RETEFTE SERVICIOS,,Liability,,,,,236525,,,,,,,,,,
236530,ARRENDAMIENTOS,,Liability,,,Yes,,2365,,,,,,,,,,
23653003,ARRENDAMIENTO BINES MUEBLES 3.5%,,Liability,,,,,236530,,,,,,,,,,
23653005,ARRENDAMIENTOS BIENES MUEBLES 4%,,Liability,,,,,236530,,,,,,,,,,
23653020,PAGO RETENCION ARRENDAMIENTOS,,Liability,,,,,236530,,,,,,,,,,
23653030,AJUSTE A MIL RETEFTE ARRENDAMIENTOS,,Liability,,,,,236530,,,,,,,,,,
236535,RENDIMIENTOS FINANCIEROS,,Liability,,,,,2365,,,,,,,,,,
236540,COMPRAS,,Liability,,,Yes,,2365,,,,,,,,,,
23654005,COMPRAS GENERAL 3.5%,,Liability,,,,,236540,,,,,,,,,,
23654020,PAGO RETENCION COMPRAS,,Liability,,,,,236540,,,,,,,,,,
23654030,AJUSTE A MIL RETEFTE COMPRAS,,Liability,,,,,236540,,,,,,,,,,
236545,"LOTERIAS, RIFAS, APUESTAS Y SIMILARES",,Liability,,,,,2365,,,,,,,,,,
236550,POR PAGOS AL EXTERIOR,,Liability,,,,,2365,,,,,,,,,,
236555,POR INGRESOS OBTENIDOS EN EL EXTERIOR,,Liability,,,,,2365,,,,,,,,,,
236560,ENAJENACION PROPIEDADES PLANTA Y EQUIPO PERSONAS NATURALES,,Liability,,,,,2365,,,,,,,,,,
236565,POR IMPUESTO DE TIMBRE,,Liability,,,,,2365,,,,,,,,,,
236570,OTRAS RETENCIONES Y PATRIMONIO,,Liability,,,,,2365,,,,,,,,,,
236575,AUTORRETENCIONES,,Liability,,,,,2365,,,,,,,,,,
236595,RETENCIONES EN LA FUENTE,,Liability,,,Yes,,2365,,,,,,,,,,
23659505,SALDO POR PAGAR RETENCIONES EN LA FU,,Liability,,,,,236595,,,,,,,,,,
2367,IMPUESTO A LAS VENTAS RETENIDO,,Liability,,,Yes,,23,,,,,,,,,,
236705,IVA RETENIDO AL REG. SIMPLIFICADO,,Liability,,,,,2367,,,,,,,,,,
236720,PAGO IVA RETENIDO,,Liability,,,,,2367,,,,,,,,,,
2368,IMPUESTO DE INDUSTRIA Y COMERCIO RET,,Liability,,,Yes,,23,,,,,,,,,,
236805,ICA RETENIDO AL REG. SIMPLIFICADO,,Liability,,,,,2368,,,,,,,,,,
236820,PAGO ICA RETENIDO,,Liability,,,,,2368,,,,,,,,,,
2370,RETENCIONES Y APORTES DE NOMINA,,Liability,,,Yes,,23,,,,,,,,,,
237005,APORTES AL I.S.S.,,Liability,,,,,2370,,,,,,,,,,
237010,"APORTES AL I.C.B.F., SENA Y CAJAS DE COMPENSACION",,Liability,,,,,2370,,,,,,,,,,
237015,APORTES AL F.I.C.,,Liability,,,,,2370,,,,,,,,,,
237025,EMBARGOS JUDICIALES,,Liability,,,,,2370,,,,,,,,,,
237030,LIBRANZAS,,Liability,,,,,2370,,,,,,,,,,
237035,SINDICATOS,,Liability,,,,,2370,,,,,,,,,,
237040,COOPERATIVAS,,Liability,,,,,2370,,,,,,,,,,
237045,FONDOS,,Liability,,,,,2370,,,,,,,,,,
237095,OTROS,,Liability,,,,,2370,,,,,,,,,,
2375,CUOTAS POR DEVOLVER,,Liability,,,Yes,,23,,,,,,,,,,
237501,237501 a 237598,,Liability,,,,,2375,,,,,,,,,,
2380,ACREEDORES VARIOS,,Liability,,,Yes,,23,,,,,,,,,,
238005,DEPOSITARIOS,,Liability,,,,,2380,,,,,,,,,,
238010,COMISIONISTAS DE BOLSAS,,Liability,,,,,2380,,,,,,,,,,
238015,SOCIEDAD ADMINISTRADORA - FONDOS DE INVERSION,,Liability,,,,,2380,,,,,,,,,,
238020,REINTEGROS POR PAGAR,,Liability,,,,,2380,,,,,,,,,,
238025,FONDO DE PERSEVERANCIA,,Liability,,,,,2380,,,,,,,,,,
238030,FONDOS DE CESANTIAS Y/O PENSIONES,,Liability,,,,,2380,,,,,,,,,,
238035,DONACIONES ASIGNADAS POR PAGAR,,Liability,,,,,2380,,,,,,,,,,
238095,OTROS,,Liability,,,,,2380,,,,,,,,,,
24,"IMPUESTOS, GRAVAMENES Y TASAS",,Liability,,,Yes,,2,,,,,,,,,,
2404,DE RENTA Y COMPLEMENTARIOS,,Liability,,,Yes,,24,,,,,,,,,,
240405,VIGENCIA FISCAL CORRIENTE,,Liability,,,Yes,,2404,,,,,,,,,,
24040505,PROVISION IMPUESTO DE RENTA,,Liability,,,,,240405,,,,,,,,,,
24040510,RETENCIONES APLICADAS,,Liability,,,,,240405,,,,,,,,,,
24040520,PAGO IMPORRENTA Y COMPLEMENTARIOS,,Liability,,,,,240405,,,,,,,,,,
240410,VIGENCIAS FISCALES ANTERIORES,,Liability,,,,,2404,,,,,,,,,,
2408,IMPUESTO SOBRE LAS VENTAS POR PAGAR,,Liability,,,Yes,,24,,,,,,,,,,
240801,240801 a 240898,,Liability,,,,,2408,,,,,,,,,,
240805,IMPUESTO GENERADO,,Liability,,,Yes,,2408,,,,,,,,,,
24080505,IVA FACTURADO,,Liability,,,,,240805,,,,,,,,,,
240810,IMPUESTO DESCONTABLE,,Liability,,,Yes,,2408,,,,,,,,,,
24081005,DESCONTABLE POR COMPRAS,,Liability,,,,,240810,,,,,,,,,,
24081010,DESCONTABLE POR SERVICIOS,,Liability,,,,,240810,,,,,,,,,,
24081015,IMPUESTO DEVOLUCION EN VENTAS,,Liability,,,,,240810,,,,,,,,,,
24081020,IVA RETENIDO AL REGIMEN SIMPLIFICADO,,Liability,,,,,240810,,,,,,,,,,
240815,AJUSTE A MIL IVA POR PAGAR,,Liability,,,,,2408,,,,,,,,,,
240820,PAGO IMPUESTO BIMESTRAL,,Liability,,,,,2408,,,,,,,,,,
240825,SALDO POR PAGAR IVA,,Liability,,,Yes,,2408,,,,,,,,,,
24082501,SALDO POR PAGAR IVA 03-2001,,Liability,,,,,240825,,,,,,,,,,
24082502,SALDO POR PAGAR IVA 06-2006,,Liability,,,,,240825,,,,,,,,,,
240890,DEFAULT IMPUESTO POR PAGAR,,Liability,,,,T_DUE_ACCT,2408,,,,,,,,,,
2412,DE INDUSTRIA Y COMERCIO,,Liability,,,Yes,,24,,,,,,,,,,
241205,VIGENCIA FISCAL CORRIENTE,,Liability,,,Yes,,2412,,,,,,,,,,
24120505,PROVISION ICA,,Liability,,,,,241205,,,,,,,,,,
24120520,PAGO ICA BIMESTRAL,,Liability,,,,,241205,,,,,,,,,,
24120525,SALDO POR PAGAR,,Liability,,,,,241205,,,,,,,,,,
241210,VIGENCIAS FISCALES ANTERIORES,,Liability,,,,,2412,,,,,,,,,,
2416,A LA PROPIEDAD RAIZ,,Liability,,,Yes,,24,,,,,,,,,,
241601,241601 a 241698,,Liability,,,,,2416,,,,,,,,,,
2420,DERECHOS SOBRE INSTRUMENTOS PUBLICOS,,Liability,,,Yes,,24,,,,,,,,,,
242001,242001 a 242098,,Liability,,,,,2420,,,,,,,,,,
2424,DE VALORIZACION,,Liability,,,Yes,,24,,,,,,,,,,
242405,VIGENCIA FISCAL CORRIENTE,,Liability,,,,,2424,,,,,,,,,,
242410,VIGENCIAS FISCALES ANTERIORES,,Liability,,,,,2424,,,,,,,,,,
2428,DE TURISMO,,Liability,,,Yes,,24,,,,,,,,,,
242801,242801 a 242898,,Liability,,,,,2428,,,,,,,,,,
2432,TASA POR UTILIZACION DE PUERTOS,,Liability,,,Yes,,24,,,,,,,,,,
243201,243201 a 243298,,Liability,,,,,2432,,,,,,,,,,
2436,DE VEHICULOS,,Liability,,,Yes,,24,,,,,,,,,,
243605,VIGENCIA FISCAL CORRIENTE,,Liability,,,,,2436,,,,,,,,,,
243610,VIGENCIAS FISCALES ANTERIORES,,Liability,,,,,2436,,,,,,,,,,
2440,DE ESPECTACULOS PUBLICOS,,Liability,,,Yes,,24,,,,,,,,,,
244001,244001 a 244098,,Liability,,,,,2440,,,,,,,,,,
2444,DE HIDROCARBUROS Y MINAS,,Liability,,,Yes,,24,,,,,,,,,,
244405,DE HIDROCARBUROS,,Liability,,,,,2444,,,,,,,,,,
244410,DE MINAS,,Liability,,,,,2444,,,,,,,,,,
2448,REGALIAS E IMPUESTOS A LA PEQUEÑA Y MEDIANA MINERIA,,Liability,,,Yes,,24,,,,,,,,,,
244801,244801 a 244898,,Liability,,,,,2448,,,,,,,,,,
2452,A LAS EXPORTACIONES CAFETERAS,,Liability,,,Yes,,24,,,,,,,,,,
245201,245201 a 245298,,Liability,,,,,2452,,,,,,,,,,
2456,A LAS IMPORTACIONES,,Liability,,,Yes,,24,,,,,,,,,,
245601,245601 a 245698,,Liability,,,,,2456,,,,,,,,,,
2460,CUOTAS DE FOMENTO,,Liability,,,Yes,,24,,,,,,,,,,
246001,246001 a 246098,,Liability,,,,,2460,,,,,,,,,,
2464,"DE LICORES, CERVEZAS Y CIGARRILLOS",,Liability,,,Yes,,24,,,,,,,,,,
246405,DE LICORES,,Liability,,,,,2464,,,,,,,,,,
246410,DE CERVEZAS,,Liability,,,,,2464,,,,,,,,,,
246415,DE CIGARRILLOS,,Liability,,,,,2464,,,,,,,,,,
2468,AL SACRIFICIO DE GANADO,,Liability,,,Yes,,24,,,,,,,,,,
246801,246801 a 246898,,Liability,,,,,2468,,,,,,,,,,
2472,AL AZAR Y JUEGOS,,Liability,,,Yes,,24,,,,,,,,,,
247201,247201 a 247298,,Liability,,,,,2472,,,,,,,,,,
2476,GRAVAMENES Y REGALIAS POR UTILIZACION DEL SUELO,,Liability,,,Yes,,24,,,,,,,,,,
247601,247601 a 247698,,Liability,,,,,2476,,,,,,,,,,
2495,OTROS,,Liability,,,Yes,,24,,,,,,,,,,
249501,249501 a 249598,,Liability,,,,,2495,,,,,,,,,,
